content,small_content,地点,类别,人数,+？
"黑龙江省卫健委通报：11月24日0-24时, 黑龙江省报告新型冠状病毒感染的肺炎新增确诊病例5例。 截至1月24日24时,黑龙江省累计报告新型冠状病毒感染的肺炎确诊病例9例，其中：哈尔滨市6例、牡丹江市1例、大庆市1例、绥化市1例；死亡病例1例为绥化市确诊病例。 目前追踪到密切接触者465人,已解除医学观察64人,尚有401人正在接受医学观察。
",牡丹江市1例,牡丹江市,确诊,1例,累计
"黑龙江省卫健委通报：11月24日0-24时, 黑龙江省报告新型冠状病毒感染的肺炎新增确诊病例5例。 截至1月24日24时,黑龙江省累计报告新型冠状病毒感染的肺炎确诊病例9例，其中：哈尔滨市6例、牡丹江市1例、大庆市1例、绥化市1例；死亡病例1例为绥化市确诊病例。 目前追踪到密切接触者465人,已解除医学观察64人,尚有401人正在接受医学观察。
",大庆市1例,大庆市,确诊,1例,累计
"黑龙江省卫健委通报：11月24日0-24时, 黑龙江省报告新型冠状病毒感染的肺炎新增确诊病例5例。 截至1月24日24时,黑龙江省累计报告新型冠状病毒感染的肺炎确诊病例9例，其中：哈尔滨市6例、牡丹江市1例、大庆市1例、绥化市1例；死亡病例1例为绥化市确诊病例。 目前追踪到密切接触者465人,已解除医学观察64人,尚有401人正在接受医学观察。
",绥化市1例,绥化市,确诊,1例,累计
"黑龙江省卫健委通报：11月24日0-24时, 黑龙江省报告新型冠状病毒感染的肺炎新增确诊病例5例。 截至1月24日24时,黑龙江省累计报告新型冠状病毒感染的肺炎确诊病例9例，其中：哈尔滨市6例、牡丹江市1例、大庆市1例、绥化市1例；死亡病例1例为绥化市确诊病例。 目前追踪到密切接触者465人,已解除医学观察64人,尚有401人正在接受医学观察。
",死亡病例1例为绥化市确诊病例,绥化市,死亡,1例,累计
"黑龙江省卫健委通报：11月24日0-24时, 黑龙江省报告新型冠状病毒感染的肺炎新增确诊病例5例。 截至1月24日24时,黑龙江省累计报告新型冠状病毒感染的肺炎确诊病例9例，其中：哈尔滨市6例、牡丹江市1例、大庆市1例、绥化市1例；死亡病例1例为绥化市确诊病例。 目前追踪到密切接触者465人,已解除医学观察64人,尚有401人正在接受医学观察。
", 目前追踪到密切接触者465人,绥化市,确诊,465人,累计
"黑龙江省卫健委通报：11月24日0-24时, 黑龙江省报告新型冠状病毒感染的肺炎新增确诊病例5例。 截至1月24日24时,黑龙江省累计报告新型冠状病毒感染的肺炎确诊病例9例，其中：哈尔滨市6例、牡丹江市1例、大庆市1例、绥化市1例；死亡病例1例为绥化市确诊病例。 目前追踪到密切接触者465人,已解除医学观察64人,尚有401人正在接受医学观察。
",已解除医学观察64人,绥化市,确诊,64人,累计
"黑龙江省卫健委通报：11月24日0-24时, 黑龙江省报告新型冠状病毒感染的肺炎新增确诊病例5例。 截至1月24日24时,黑龙江省累计报告新型冠状病毒感染的肺炎确诊病例9例，其中：哈尔滨市6例、牡丹江市1例、大庆市1例、绥化市1例；死亡病例1例为绥化市确诊病例。 目前追踪到密切接触者465人,已解除医学观察64人,尚有401人正在接受医学观察。
",尚有401人正在接受医学观察,绥化市,确诊,401人,累计
"""记者从湖南省卫健委获悉，2020年1月24日0-24时，湖南省报告新型冠状病毒感染的肺炎新增确诊病例19例。新增重症病例9例，新增死亡病例0例，新增出院病例0例。其中：
",湖南省报告新型冠状病毒感染的肺炎新增确诊病例19例,湖南省,确诊,19例,新增
"""记者从湖南省卫健委获悉，2020年1月24日0-24时，湖南省报告新型冠状病毒感染的肺炎新增确诊病例19例。新增重症病例9例，新增死亡病例0例，新增出院病例0例。其中：
",新增重症病例9例,湖南省,重症,9例,新增
"""记者从湖南省卫健委获悉，2020年1月24日0-24时，湖南省报告新型冠状病毒感染的肺炎新增确诊病例19例。新增重症病例9例，新增死亡病例0例，新增出院病例0例。其中：
",新增死亡病例0例,湖南省,死亡,0例,新增
"""记者从湖南省卫健委获悉，2020年1月24日0-24时，湖南省报告新型冠状病毒感染的肺炎新增确诊病例19例。新增重症病例9例，新增死亡病例0例，新增出院病例0例。其中：
",新增出院病例0例,湖南省,出院,0例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",衡阳市3例,衡阳市,确诊,3例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",湘潭市1例,湘潭市,确诊,1例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",邵阳市2例,邵阳市,确诊,2例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",岳阳市2例,岳阳市,确诊,2例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",常德市3例,常德市,确诊,3例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",益阳市4例,益阳市,确诊,4例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",怀化市2例,怀化市,确诊,2例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",娄底市2例,娄底市,确诊,2例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",长沙市1例,长沙市,重症,1例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",衡阳市2例,衡阳市,重症,2例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",湘潭市1例,湘潭市,重症,1例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",永州市4例,永州市,重症,4例,新增
"　　衡阳市、邵阳市、常德市、益阳市为报告首例确诊病例。新增确诊病例中，衡阳市3例、湘潭市1例、邵阳市2例、岳阳市2例、常德市3例、益阳市4例、怀化市2例、娄底市2例；新增重症病例中，长沙市1例，衡阳市2例，湘潭市1例，永州市4例，怀化市1例。
",怀化市1例,怀化市,重症,1例,新增
"　　截至1月24日24时，湖南省累计报告新型冠状病毒感染的肺炎确诊病例43例，重症病例15例，死亡病例0例，出院病例0例。其中：
",湖南省累计报告新型冠状病毒感染的肺炎确诊病例43例,湖南省,确诊,43例,累计
"　　截至1月24日24时，湖南省累计报告新型冠状病毒感染的肺炎确诊病例43例，重症病例15例，死亡病例0例，出院病例0例。其中：
",重症病例15例,湖南省,重症,15例,累计
"　　截至1月24日24时，湖南省累计报告新型冠状病毒感染的肺炎确诊病例43例，重症病例15例，死亡病例0例，出院病例0例。其中：
",死亡病例0例,湖南省,死亡,0例,累计
"　　截至1月24日24时，湖南省累计报告新型冠状病毒感染的肺炎确诊病例43例，重症病例15例，死亡病例0例，出院病例0例。其中：
",出院病例0例,湖南省,出院,0例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",长沙市8例,长沙市,确诊,8例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",衡阳市3例,衡阳市,确诊,3例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",株洲市1例,株洲市,确诊,1例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",湘潭市2例,湘潭市,确诊,2例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",邵阳市2例,邵阳市,确诊,2例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",岳阳市5例,岳阳市,确诊,5例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",常德市3例,常德市,确诊,3例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",益阳市4例,益阳市,确诊,4例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",郴州市1例,郴州市,确诊,1例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",永州市4例,永州市,确诊,4例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",怀化市5例,怀化市,确诊,5例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",娄底市5例,娄底市,确诊,5例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",长沙市5例,长沙市,重症,5例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",衡阳市2例,衡阳市,重症,2例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",株洲市1例,株洲市,重症,1例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",湘潭市1例,湘潭市,重症,1例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",岳阳市1例,岳阳市,重症,1例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",永州市4例,永州市,重症,4例,累计
"　　确诊病例中，长沙市8例、衡阳市3例、株洲市1例、湘潭市2例、邵阳市2例、岳阳市5例、常德市3例、益阳市4例、郴州市1例、永州市4例、怀化市5例、娄底市5例；重症病例中，长沙市5例、衡阳市2例、株洲市1例、湘潭市1例、岳阳市1例、永州市4例、怀化市1例。
",怀化市1例,怀化市,重症,1例,累计
"""重庆市卫健委通报：1月24日0—24时，重庆市报告新型冠状病毒感染的肺炎新增确诊病例30例，新增重症病例3例。
",重庆市报告新型冠状病毒感染的肺炎新增确诊病例30例,重庆,确诊,30例,新增
"""重庆市卫健委通报：1月24日0—24时，重庆市报告新型冠状病毒感染的肺炎新增确诊病例30例，新增重症病例3例。
",新增重症病例3例,重庆,重症,3例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",万州区7例,万州区,确诊,7例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",大渡口区1例,大渡口区,确诊,1例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",九龙坡区1例,九龙坡区,确诊,1例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",长寿区2例,长寿区,确诊,2例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",合川区2例,合川区,确诊,2例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",永川区1例,永川区,确诊,1例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",璧山区2例,璧山区,确诊,2例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",开州区2例,开州区,确诊,2例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",忠县2例,忠县,确诊,2例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",云阳县1例,云阳县,确诊,1例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",巫溪县1例,巫溪县,确诊,1例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",石柱县3例,巫溪县,确诊,3例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",两江新区2例,新区,确诊,2例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",九龙坡区1例,九龙坡区,重症,1例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",长寿区1例,长寿区,重症,1例,新增
"合川区、璧山区、梁平区、城口县、丰都县、石柱县为报告首例确诊病例。新增确诊病例中，万州区7例、大渡口区1例、九龙坡区1例、长寿区2例、合川区2例、永川区1例、璧山区2例、开州区2例、梁平区１例、城口县１例、丰都县１例、忠县2例、云阳县1例、巫溪县1例、石柱县3例、两江新区2例；新增重症病例中，九龙坡区1例、长寿区1例、璧山区1例。
",璧山区1例,璧山区,重症,1例,新增
"截至1月24日24时，重庆市累计报告新型冠状病毒感染的肺炎确诊病例57例，其中重症病例8例，危重1例。3起无湖北居住史或旅行史，但均为湖北输入病例家庭。
",重庆市累计报告新型冠状病毒感染的肺炎确诊病例57例,重庆,确诊,57例,累计
"截至1月24日24时，重庆市累计报告新型冠状病毒感染的肺炎确诊病例57例，其中重症病例8例，危重1例。3起无湖北居住史或旅行史，但均为湖北输入病例家庭。
",其中重症病例8例,重庆,重症,8例,累计
"截至1月24日24时，重庆市累计报告新型冠状病毒感染的肺炎确诊病例57例，其中重症病例8例，危重1例。3起无湖北居住史或旅行史，但均为湖北输入病例家庭。
",危重1例,重庆,重症,1例,累计
"确诊病例中，万州区10例、涪陵区1例、大渡口区2例、九龙坡区3例、渝北区2例、长寿区5例、合川区2例、永川区3例、璧山区2例、开州区4例、梁平区1例、城口县1例、丰都县1例、垫江县2例、忠县3例、云阳县2例、奉节县1例、巫山县3例、巫溪县2例、石柱县3例、秀山县1例、两江新区3例；重症病例中，万州区1例、九龙坡区1例、长寿区1例、永川区1例、璧山区1例、垫江县1例、云阳县1例、巫山县1例；危重病例为万州区1例。
",万州区10例,万州区,确诊,10例,累计
"确诊病例中，万州区10例、涪陵区1例、大渡口区2例、九龙坡区3例、渝北区2例、长寿区5例、合川区2例、永川区3例、璧山区2例、开州区4例、梁平区1例、城口县1例、丰都县1例、垫江县2例、忠县3例、云阳县2例、奉节县1例、巫山县3例、巫溪县2例、石柱县3例、秀山县1例、两江新区3例；重症病例中，万州区1例、九龙坡区1例、长寿区1例、永川区1例、璧山区1例、垫江县1例、云阳县1例、巫山县1例；危重病例为万州区1例。
",涪陵区1例,涪陵区,确诊,1例,累计
"确诊病例中，万州区10例、涪陵区1例、大渡口区2例、九龙坡区3例、渝北区2例、长寿区5例、合川区2例、永川区3例、璧山区2例、开州区4例、梁平区1例、城口县1例、丰都县1例、垫江县2例、忠县3例、云阳县2例、奉节县1例、巫山县3例、巫溪县2例、石柱县3例、秀山县1例、两江新区3例；重症病例中，万州区1例、九龙坡区1例、长寿区1例、永川区1例、璧山区1例、垫江县1例、云阳县1例、巫山县1例；危重病例为万州区1例。
",大渡口区2例,大渡口区,确诊,2例,累计
"确诊病例中，万州区10例、涪陵区1例、大渡口区2例、九龙坡区3例、渝北区2例、长寿区5例、合川区2例、永川区3例、璧山区2例、开州区4例、梁平区1例、城口县1例、丰都县1例、垫江县2例、忠县3例、云阳县2例、奉节县1例、巫山县3例、巫溪县2例、石柱县3例、秀山县1例、两江新区3例；重症病例中，万州区1例、九龙坡区1例、长寿区1例、永川区1例、璧山区1例、垫江县1例、云阳县1例、巫山县1例；危重病例为万州区1例。
",九龙坡区3例,九龙坡区,确诊,3例,累计
"确诊病例中，万州区10例、涪陵区1例、大渡口区2例、九龙坡区3例、渝北区2例、长寿区5例、合川区2例、永川区3例、璧山区2例、开州区4例、梁平区1例、城口县1例、丰都县1例、垫江县2例、忠县3例、云阳县2例、奉节县1例、巫山县3例、巫溪县2例、石柱县3例、秀山县1例、两江新区3例；重症病例中，万州区1例、九龙坡区1例、长寿区1例、永川区1例、璧山区1例、垫江县1例、云阳县1例、巫山县1例；危重病例为万州区1例。
",渝北区2例,渝北区,确诊,2例,累计
"确诊病例中，万州区10例、涪陵区1例、大渡口区2例、九龙坡区3例、渝北区2例、长寿区5例、合川区2例、永川区3例、璧山区2例、开州区4例、梁平区1例、城口县1例、丰都县1例、垫江县2例、忠县3例、云阳县2例、奉节县1例、巫山县3例、巫溪县2例、石柱县3例、秀山县1例、两江新区3例；重症病例中，万州区1例、九龙坡区1例、长寿区1例、永川区1例、璧山区1例、垫江县1例、云阳县1例、巫山县1例；危重病例为万州区1例。
",长寿区5例,长寿区,确诊,5例,累计
"确诊病例中，万州区10例、涪陵区1例、大渡口区2例、九龙坡区3例、渝北区2例、长寿区5例、合川区2例、永川区3例、璧山区2例、开州区4例、梁平区1例、城口县1例、丰都县1例、垫江县2例、忠县3例、云阳县2例、奉节县1例、巫山县3例、巫溪县2例、石柱县3例、秀山县1例、两江新区3例；重症病例中，万州区1例、九龙坡区1例、长寿区1例、永川区1例、璧山区1例、垫江县1例、云阳县1例、巫山县1例；危重病例为万州区1例。
",合川区2例,合川区,确诊,2例,累计
